file_id,filename,b1_rms,b1_kurtosis,b1_skewness,label,peak_freq_hz,spectral_centroid,spectral_energy,top_freq_1_hz,top_amp_1,top_freq_2_hz,top_amp_2,top_freq_3_hz,top_amp_3,top_freq_4_hz,top_amp_4,top_freq_5_hz,top_amp_5
23,2004.02.12.14.22.39,0.0797529434091424,0.5200740317916859,-0.0385188950953316,Normal,1009.0,4135.899859010962,0.012706679723259414,1009.0,0.03001801404830913,51.0,0.0106586904563193,474.0,0.0057604578428109765,4386.0,0.0056894447204466425,4500.0,0.00547223165924076
24,2004.02.12.14.32.39,0.0793813878458176,0.4846810415588352,-0.0365491771140678,Normal,1009.0,4101.129876146983,0.012593392310394129,1009.0,0.03353490082742237,44.0,0.010346435156459116,237.0,0.009515554042459629,4493.0,0.006770805283322841,474.0,0.006138995138275271
25,2004.02.12.14.42.39,0.0775918794453348,0.3099755507638151,0.0266197723662214,Normal,1009.0,4104.774162166865,0.012030053381234267,1009.0,0.04159585954728123,51.0,0.011568306056653738,4492.0,0.007299242147219446,237.0,0.00612863288571791,4371.0,0.006067223334563284
26,2004.02.12.14.52.39,0.0777409956351457,0.3680421199233374,0.0013370289616362,Normal,1009.0,4137.729921094111,0.0120811432391516,1009.0,0.041919991799336996,51.0,0.010034639855371095,4430.0,0.006302153797573167,474.0,0.004805400632347426,4659.0,0.004657471367839539
27,2004.02.12.15.02.39,0.0775139440580693,0.4042083382464931,-0.0326706483190684,Normal,1009.0,4068.270612754384,0.01200633160312109,1009.0,0.035191939398006924,51.0,0.010157530857832513,237.0,0.007900286523289073,4386.0,0.005943464717395843,4263.0,0.004799098751167114
28,2004.02.12.15.12.39,0.0782795440183369,0.3419917127536731,0.0336968760418546,Normal,1009.0,4102.33803878735,0.012243418326036584,1009.0,0.043242292240173674,51.0,0.011269899393132275,237.0,0.00811426726353403,4477.0,0.006540375878500114,474.0,0.0050651862487413254
29,2004.02.12.15.22.39,0.0788611814361159,0.5350200636292444,-0.0068174888782596,Normal,1009.0,4123.881083294364,0.01242313331306244,1009.0,0.03977717193683739,51.0,0.009849693937754827,4470.0,0.006250771740036697,4180.0,0.004288677639490471,4337.0,0.004184794623707168
30,2004.02.12.15.32.39,0.0785823674660066,0.4890447103350155,-0.0026227136240164,Normal,1009.0,4098.007129698354,0.01233838600958477,1009.0,0.04081470130418464,44.0,0.010716893183721023,4499.0,0.006761367318583427,4377.0,0.004994707194878279,4711.0,0.004483372787818583
31,2004.02.12.15.42.39,0.0802309176470291,0.4867117699711172,0.0230622075772486,Normal,1009.0,4121.9697536624135,0.01286637816104767,1009.0,0.043041507887302814,51.0,0.010367907592936819,4712.0,0.007267723121000951,4469.0,0.006955125950293239,237.0,0.00676618968714544
32,2004.02.12.15.52.39,0.0774210702531334,0.5086729705515918,-0.0182662706783377,Normal,1010.0,4124.412776407407,0.011977752532208858,1010.0,0.028737475343830816,51.0,0.010669823388070186,4407.0,0.007227310169551828,4514.0,0.004558277692315131,4716.0,0.004260967906665302
33,2004.02.12.16.02.39,0.0790161246152881,0.404492415747514,0.02973078517796,Normal,1010.0,4106.895138081545,0.012478179600659932,1010.0,0.02825034309429016,51.0,0.010832522935995728,4493.0,0.00819792219845148,4188.0,0.005324044137230316,4372.0,0.0044406117853036595
34,2004.02.12.16.12.39,0.0782347541557618,0.4066809287512822,-0.01454113365996,Normal,1010.0,4094.2884482222803,0.012236958126412376,1010.0,0.03056735705468427,51.0,0.010855204586613888,237.0,0.0104231173004799,474.0,0.005955333145918689,4443.0,0.005776555301140077
35,2004.02.12.16.22.39,0.0781287058496067,0.4218788787843972,-0.0117237595662068,Normal,1009.0,4105.760331868456,0.012201236277550213,1009.0,0.03152624766936787,51.0,0.010673656748130053,4477.0,0.006131881344143446,4729.0,0.005793549269739719,4366.0,0.00512711455764636
36,2004.02.12.16.32.39,0.0768618910316988,0.409627806173567,-0.0128029384011031,Normal,1009.0,4124.197216339844,0.011806047232967238,1009.0,0.04563947322210108,51.0,0.011090980134948435,237.0,0.00714767582041279,4375.0,0.00551706123728733,4694.0,0.004651509593890429
37,2004.02.12.16.42.39,0.0798651870072506,0.5706517890996232,-0.0097771001510573,Normal,1009.0,4103.058300685762,0.012749388852181338,1009.0,0.04088088462949399,51.0,0.010809935295499706,4484.0,0.006154942600468827,4222.0,0.005393326907939675,237.0,0.004725374247151133
38,2004.02.12.16.52.39,0.077429174731553,0.3569692841046232,0.0451482578368148,Normal,1009.0,4090.02717930281,0.011978847697963377,1009.0,0.044825874841746854,51.0,0.010239902926872007,474.0,0.006854336757078032,4439.0,0.005302890581135822,3538.0,0.004576560265723495
39,2004.02.12.17.02.39,0.0784612560514543,0.6561008820895786,-0.0005041417219279,Normal,1010.0,4100.8034729994,0.012303407525484835,1010.0,0.040765914674720086,44.0,0.010148548680653685,237.0,0.006748911420336976,475.0,0.0057628365864653185,4418.0,0.0052764966203534954
40,2004.02.12.17.12.39,0.0785959604559929,0.5058926832599493,-0.0375021470417665,Normal,1009.0,4133.012290045195,0.012341303808906691,1009.0,0.04355261522310365,51.0,0.01051088888372722,4475.0,0.006288938616412398,237.0,0.005591787490865783,474.0,0.0051640439107474454
41,2004.02.12.17.22.39,0.078661426813651,0.4531140075529549,-0.0085671941098194,Normal,1009.0,4091.0788818484652,0.012367365574416606,1009.0,0.0406702302793882,51.0,0.01076116229089316,237.0,0.007745631253456577,474.0,0.007170254355187163,4701.0,0.005885727267180707
42,2004.02.12.17.32.39,0.077628540390781,0.4307640222326752,0.0446958300367771,Normal,1009.0,4084.7620458760593,0.012045904011621759,1009.0,0.03356800973361931,51.0,0.01131590639356845,4496.0,0.007133845231172997,4374.0,0.005140787161649023,4710.0,0.004815110690710072
43,2004.02.12.17.42.39,0.078208743242244,0.488396336752809,-0.0063561880042718,Normal,1009.0,4105.826506181288,0.012224997764929548,1009.0,0.04155527451544188,51.0,0.010221769680401952,474.0,0.006345943494614419,237.0,0.005770790917102846,4397.0,0.005433446342568539
44,2004.02.12.17.52.39,0.078088564316122,0.5367816627512911,0.0308682024183701,Normal,1009.0,4132.506146719828,0.012189213873310428,1009.0,0.04491994472633621,51.0,0.010520547728548619,237.0,0.007391758735265763,4712.0,0.006390640290324394,4424.0,0.005660365386488168
45,2004.02.12.18.02.39,0.076482262483594,0.4576700058997076,0.0181501225306825,Normal,1009.0,4132.338443826707,0.011692088787772139,1009.0,0.036746701366182986,51.0,0.01026033518270095,237.0,0.00849821891787526,4542.0,0.0050033706796156,4308.0,0.00458604826102146
46,2004.02.12.18.12.39,0.0789132753679434,0.3564760255027606,0.0683907659629997,Normal,1009.0,4147.75873367948,0.012445393998351527,1009.0,0.04559951404052198,51.0,0.010518864440682537,474.0,0.010267751927105814,4406.0,0.00614387466987561,237.0,0.0055693013440228645
47,2004.02.12.18.22.39,0.0773226647395307,0.498286101761717,0.0149212760743996,Normal,1009.0,4121.442733117455,0.011946545009098407,1009.0,0.039712994105690964,51.0,0.010336217413709652,237.0,0.00788536814491772,4689.0,0.005322973603754942,4436.0,0.005269099379052029
48,2004.02.12.18.32.39,0.0782475476352933,0.3297582489932256,0.0258243383048177,Normal,1009.0,4138.28447997586,0.012235420699866011,1009.0,0.04556374312342766,51.0,0.012140426724207119,474.0,0.006756612380972531,237.0,0.006538025956716944,4446.0,0.005228839945859869
49,2004.02.12.18.42.39,0.0769698265505305,0.4243128403754697,0.0466076515964551,Normal,1009.0,4138.5561733914565,0.011838711095410305,1009.0,0.04183114345196848,51.0,0.010032990232612258,474.0,0.006217212766935542,4401.0,0.005911350344993686,4281.0,0.004317949738865262
50,2004.02.12.18.52.39,0.0784796425633743,0.5533985473990728,-0.0418708521278142,Normal,1009.0,4151.916933141382,0.012307430682459937,1009.0,0.043681672265561015,51.0,0.011371440722097568,4476.0,0.006214948360532959,4349.0,0.0060249426554737275,237.0,0.004675222752166234
51,2004.02.12.19.02.39,0.0785395635148895,0.5791138307510244,-0.0238302704124404,Normal,1009.0,4108.375991868814,0.012328379012733684,1009.0,0.04319585944879802,51.0,0.010752693787694098,237.0,0.007735697566687471,4445.0,0.0052134326776418945,4327.0,0.005040793003207117
52,2004.02.12.19.12.39,0.0793809083677004,0.6276825132083981,0.0132154851691177,Normal,1008.0,4134.200199135026,0.01259444102563619,1008.0,0.03590484548064552,51.0,0.01072519070643941,4403.0,0.007284338919984853,4531.0,0.005915421694835773,504.0,0.005208042002459753
53,2004.02.12.19.22.39,0.0769133301291947,0.3985078570542333,-0.0478419629433012,Normal,1009.0,4133.997901260804,0.01182157221364519,1009.0,0.04232562653965583,51.0,0.01118991647529995,4370.0,0.005097761758190634,4657.0,0.004952870534395894,4483.0,0.00477565430418424
54,2004.02.12.19.32.39,0.0766279232593894,0.4252427854733462,0.0159180913655043,Normal,1009.0,4130.7974165636215,0.011735055868414408,1009.0,0.043005465562131834,51.0,0.010632938439828475,4498.0,0.004702481977121593,4720.0,0.004575685246165021,4290.0,0.004479491184948771
55,2004.02.12.19.42.39,0.0783392072750572,0.613387552300388,0.0508267209147819,Normal,1008.0,4146.900351065977,0.012264908800148813,1008.0,0.03390499062801983,51.0,0.011259736321398747,474.0,0.007723653755204592,4495.0,0.006040114587012395,4382.0,0.005600516871684469
56,2004.02.12.19.52.39,0.0773803136427678,0.4843217611881623,-0.0105525380817341,Normal,1009.0,4129.482166183435,0.01196278165824374,1009.0,0.042679974571166325,51.0,0.01067644132906001,4461.0,0.005701084664098462,4712.0,0.004120365910194356,1941.0,0.004009020320101321
57,2004.02.12.20.02.39,0.0774234728013733,0.4494151207921923,0.0073699605461076,Normal,1009.0,4115.1083705154315,0.011979531497899588,1009.0,0.03970607484867539,51.0,0.01080336070675529,237.0,0.006362380798301197,4468.0,0.005513705600801735,4186.0,0.004152987670420646
58,2004.02.12.20.12.39,0.0759975110098186,0.2985831400319756,-0.0067993719714701,Normal,1009.0,4087.285337441729,0.011541916289747687,1009.0,0.04281440741068592,51.0,0.011033474507776161,237.0,0.009922591794998875,4450.0,0.0059734090757961635,4678.0,0.004476222825286536
59,2004.02.12.20.22.39,0.0781288589671935,0.3479309532451049,0.0165210416119201,Normal,1009.0,4132.830140146361,0.012199905519642701,1009.0,0.04544867749166809,237.0,0.011244800122489799,51.0,0.00979700633002822,4476.0,0.006623760050156336,474.0,0.006553588217178755
60,2004.02.12.20.32.39,0.0786632849704597,0.4129906291536191,-0.0018897816381499,Normal,1009.0,4099.409669758817,0.01236675683818546,1009.0,0.040220363768832555,51.0,0.010958453870732625,4475.0,0.006976609982365403,4733.0,0.005131897959850868,4349.0,0.004643178952547887
61,2004.02.12.20.42.39,0.0771263263409048,0.3950734414213919,0.0089467048873354,Normal,1009.0,4135.011774844791,0.011885997403162624,1009.0,0.04560553225205501,51.0,0.009519647385849575,4261.0,0.005581887905093261,4688.0,0.005109267584706427,4491.0,0.005100687763277456
62,2004.02.12.20.52.39,0.079301470002335,0.4723936249303304,-0.0110747941845988,Normal,1009.0,4107.644700172366,0.012562890795311966,1009.0,0.04260660190867474,51.0,0.010992192953365959,237.0,0.007884194253975308,4326.0,0.005577995820292225,4483.0,0.00494092929109478
63,2004.02.12.21.02.39,0.0769426198413264,0.3944622448109758,-0.0011731127230121,Normal,1009.0,4110.892106031895,0.011831319782483089,1009.0,0.032219852397867996,51.0,0.010459429790523264,4437.0,0.006198638100545643,4667.0,0.0054834095898128555,3816.0,0.004241873068559177
64,2004.02.12.21.12.39,0.0771994016001541,0.3780082777784423,0.0333828741999993,Normal,1009.0,4108.528881788807,0.011911687282585884,1009.0,0.04160564322874182,51.0,0.010613430515287733,4475.0,0.006171584444668816,237.0,0.0061240348594414394,4127.0,0.004806284973510311
65,2004.02.12.21.22.39,0.0769963679262088,0.4364865722352333,0.0403405329980825,Normal,1009.0,4109.132757848943,0.011849439153619405,1009.0,0.0446622121322508,51.0,0.01054177295427262,237.0,0.007076828769338928,474.0,0.006454061780017889,4498.0,0.006083623281404589
66,2004.02.12.21.32.39,0.0774460721521555,0.4911372191123604,0.0423987202231687,Normal,1009.0,4111.212919987267,0.011987253789051926,1009.0,0.039964419252243595,51.0,0.010997766858521246,237.0,0.006319366814523716,4477.0,0.006151281069188091,474.0,0.005411769550484315
67,2004.02.12.21.42.39,0.0766416564660457,0.3460049721647049,0.0499064516312915,Normal,1009.0,4130.7930931865185,0.011738901127300073,1009.0,0.04415035284995272,51.0,0.010807559977467792,4400.0,0.005455207328122942,4520.0,0.004857617027517126,4727.0,0.004643532747373274
68,2004.02.12.21.52.39,0.0769556484357832,0.4469901117158317,-0.0126964097722315,Normal,1009.0,4131.286808747083,0.01183515763116676,1009.0,0.041053905452740874,51.0,0.009500932148073672,237.0,0.005240797319607569,4675.0,0.004556498423356744,4434.0,0.004512937443324104
69,2004.02.12.22.02.39,0.0773247059887718,0.4880416166718633,0.0437283345652837,Normal,1008.0,4127.7549151289295,0.011945696076079766,1008.0,0.042578722634401434,51.0,0.01042967518477212,237.0,0.00796261480135753,4479.0,0.0061341380213299395,474.0,0.006012834862517821
70,2004.02.12.22.12.39,0.0757729244782354,0.5881648615563315,0.0317515680588232,Normal,1009.0,4147.393225946548,0.011465776726520771,1009.0,0.04037481153414921,51.0,0.010483079993994355,4734.0,0.005217859511707154,237.0,0.005154517522831057,4398.0,0.004910709231786949
71,2004.02.12.22.22.39,0.0766891312479317,0.3623983965568214,0.0320432974812023,Normal,1009.0,4109.603036434201,0.011753856836021159,1009.0,0.03946860484577029,51.0,0.010690188410439675,4428.0,0.005948245944573629,237.0,0.004523506001449732,3419.0,0.00443524655429532
72,2004.02.12.22.32.39,0.07740031675131,0.5401611783934817,0.0037309822695518,Normal,1009.0,4144.757618090824,0.011969511580565827,1009.0,0.04302202005158539,44.0,0.010794709939088099,237.0,0.00657527621878267,4428.0,0.005839918203346724,3590.0,0.004461534370603584
73,2004.02.12.22.42.39,0.0779550918022076,0.3260740035745182,-0.030949995995736,Normal,1009.0,4138.630515853253,0.012147130561015036,1009.0,0.04401220864211769,51.0,0.010485915319926561,237.0,0.009605841964224204,474.0,0.006905125305618537,4476.0,0.006725157892497161
74,2004.02.12.22.52.39,0.0788204118500959,0.3948251135159331,-0.0051681301375093,Normal,1009.0,4114.936242554333,0.012417075498577295,1009.0,0.029297804258175093,51.0,0.010743040754773515,4396.0,0.0054445674867693245,4149.0,0.004631819626218603,4503.0,0.004526065231711696
75,2004.02.12.23.02.39,0.0775606227109639,0.340161177797444,0.0106941722408667,Normal,1009.0,4131.17288282651,0.012022074099511988,1009.0,0.04366155438981967,51.0,0.011077037448650125,4293.0,0.00561913472037011,474.0,0.0049460786077147375,3584.0,0.004681120963588937
76,2004.02.12.23.12.39,0.0768905265697398,0.4461346262694334,-0.0526448356214815,Normal,1009.0,4081.355371652784,0.011814420882363211,1009.0,0.03364906881712706,51.0,0.010216816160379545,237.0,0.008298046723598119,4380.0,0.006081925801103781,4158.0,0.004631175218603918
77,2004.02.12.23.22.39,0.0782462743097674,0.4445772787585356,-0.0092801089087705,Normal,1009.0,4140.9329476375815,0.012236395887260429,1009.0,0.04266030382468837,51.0,0.010998608497850993,474.0,0.009832445822663084,4497.0,0.007266626943422143,4384.0,0.005897023865730145
78,2004.02.12.23.32.39,0.0767253297203936,0.6543006059840124,0.0245794239445527,Normal,1009.0,4153.750321897492,0.011766668749715487,1009.0,0.04395765194854785,51.0,0.009579796583425226,4476.0,0.004969024338529381,4106.0,0.004395641990286796,4703.0,0.004137587935521348
79,2004.02.12.23.42.39,0.0773825486649969,0.3863550827223339,-0.0226081924091522,Normal,1009.0,4151.251459483031,0.011971541983918789,1009.0,0.041610425308718196,237.0,0.01212941167270421,51.0,0.01037324340062279,4491.0,0.004942694815904845,4373.0,0.004894662409084681
80,2004.02.12.23.52.39,0.0769906180871247,0.4490551594338536,0.0311742894201705,Normal,1009.0,4157.2506921454415,0.011841067196973209,1009.0,0.04263843542156067,51.0,0.009748906113262778,475.0,0.006678177189094348,4405.0,0.005436809081118597,237.0,0.0048031319385421125
81,2004.02.13.00.02.39,0.0748226248892171,0.3027462055056253,0.0136914703507221,Normal,1009.0,4073.0401099592254,0.011186476519716219,1009.0,0.039042574282435155,51.0,0.010609694656112029,474.0,0.00895443297875642,4425.0,0.005708438159249771,237.0,0.004691965945312692
82,2004.02.13.00.12.39,0.0773385585378907,0.58162761268939,-0.0261962126327816,Normal,1009.0,4162.118848638684,0.011951395572700085,1009.0,0.043006134855429146,51.0,0.010568479819250673,474.0,0.00632319175864585,4392.0,0.005558058228615786,237.0,0.0050391611837407695
83,2004.02.13.00.22.39,0.0767939753394594,0.3194399375811279,0.0068579063652088,Normal,1009.0,4092.8338812408674,0.011786296395763804,1009.0,0.0397786039968868,51.0,0.009696311355369995,4402.0,0.005566475929104576,237.0,0.0054819013183323275,4610.0,0.004158047351120489
84,2004.02.13.00.32.39,0.077721765308917,0.4393592386496618,0.0070620473502682,Normal,1009.0,4091.810329225543,0.012073880020911252,1009.0,0.03674658930000937,51.0,0.010859929922709585,4429.0,0.005765444838368529,237.0,0.005471940296295512,3311.0,0.0054016009162206734
85,2004.02.13.00.42.39,0.0773589786144157,0.5730646490077822,0.0526889549680283,Normal,1009.0,4105.8971865441135,0.011960336637856752,1009.0,0.037319003329944554,51.0,0.010163659633279023,4481.0,0.006131642887305011,236.0,0.004785209492977353,504.0,0.00475135387812679
86,2004.02.13.00.52.39,0.0768917699569295,0.2631304571372461,-0.0135506773778181,Normal,1009.0,4128.250855461808,0.011808034416140872,1009.0,0.04351946623818736,51.0,0.00977559706661723,4371.0,0.005998377236804794,237.0,0.005611410193513924,4496.0,0.005130117549966902
87,2004.02.13.01.02.39,0.0749221806563108,0.4409564688174709,-0.0049732278709618,Normal,1008.0,4096.992961590642,0.011218542721176061,1008.0,0.026347895330536095,51.0,0.01016292959252726,237.0,0.007149447236438858,4716.0,0.00654246898510744,4489.0,0.005292058621843532
88,2004.02.13.01.12.39,0.0776306811528148,0.6069125322892983,0.0510543194591798,Normal,1009.0,4120.897861468463,0.012047411562431774,1009.0,0.038864636361602145,51.0,0.010516413628698314,237.0,0.006178804769632327,474.0,0.00539116157359859,4259.0,0.004956935537544011
89,2004.02.13.01.22.39,0.07778453061583,0.4203109108981144,-0.0141182653667166,Normal,1009.0,4128.9839947272185,0.012091440459991784,1009.0,0.035446466595529275,51.0,0.010083169167917558,237.0,0.008349060811208814,4369.0,0.0057161378187813045,4481.0,0.005006339042412607
90,2004.02.13.01.32.39,0.0785893111942354,0.3801399430969199,-0.048650059066129,Normal,1008.0,4101.8982777255505,0.012337197640214471,1008.0,0.028503041083135214,51.0,0.010382815528314911,237.0,0.007710291813637732,4407.0,0.005962084072779612,4259.0,0.005904910127873798
91,2004.02.13.01.42.39,0.0759905331788934,0.3464396355508277,-0.0196412478621998,Normal,1009.0,4084.884707846746,0.011535289812201853,1009.0,0.030953292463924,237.0,0.012241709015225935,51.0,0.010920564673974675,4395.0,0.005160997497490042,4724.0,0.005138355883721434
92,2004.02.13.01.52.39,0.0767109717925628,0.358155992917113,-0.0057015413383112,Normal,1009.0,4117.358139336797,0.011760691996860527,1009.0,0.038717616784232876,474.0,0.010835588884493126,51.0,0.009868533382191267,237.0,0.008755058958260146,4371.0,0.005558737266488003
93,2004.02.13.02.02.39,0.0750442929105038,0.3535492935283617,-0.0236184857851431,Normal,1009.0,4105.03716640113,0.011254593886168401,1009.0,0.03428778318577286,51.0,0.010285872309240891,4392.0,0.005673425026462319,474.0,0.005624884227464332,4660.0,0.004709999859487985
94,2004.02.13.02.12.39,0.0782462777419395,0.5428820813815229,0.0238912743063464,Normal,1009.0,4123.8371091240315,0.012237457977247432,1009.0,0.02635756583785572,51.0,0.011285207268521467,4488.0,0.006379654166056799,237.0,0.005649813409213151,4680.0,0.005463714749788014
95,2004.02.13.02.22.39,0.0774503545626164,0.5008486498061995,0.0216318315269545,Normal,1009.0,4116.598985168404,0.011989821961338534,1009.0,0.039778573329484514,51.0,0.010673074353630086,474.0,0.006908107651864487,237.0,0.006666300378264392,4496.0,0.005930683816529416
96,2004.02.13.02.32.39,0.0783160298860289,0.5366345309682168,-0.0037356983017462,Normal,1009.0,4097.32654739484,0.012259548375833138,1009.0,0.034269010631368814,51.0,0.010575232843920784,474.0,0.007148123386821855,4432.0,0.006919144827803621,237.0,0.004542851186690732
97,2004.02.13.02.42.39,0.0765601491986039,0.3892193620919868,0.0105926702214234,Normal,1009.0,4102.011309022889,0.011711030932606281,1009.0,0.03447517525023185,51.0,0.010510194093910179,474.0,0.007076206236284234,4474.0,0.004716645390829964,1921.0,0.004131579004132641
98,2004.02.13.02.52.39,0.0776802038005823,0.4508614826233654,0.012000841891185,Normal,1009.0,4103.440007515318,0.01205686153196205,1009.0,0.028272382362614912,51.0,0.010814089192183018,4716.0,0.005773737011181278,4357.0,0.005297942411752165,4158.0,0.00492512853448063
99,2004.02.13.03.02.39,0.0757156300946178,0.3925339025403622,-0.0127753230052321,Normal,1009.0,4143.807704562118,0.011456601209061747,1009.0,0.03778788685500666,51.0,0.009895126963839984,474.0,0.007061391649851214,4423.0,0.006198097684389152,4704.0,0.004962300454216771
