file_id,filename,b1_rms,b1_kurtosis,b1_skewness,label
45,2004.02.12.18.02.39,0.07648226248359404,0.45767000589970763,0.018150122530682534,Normal
46,2004.02.12.18.12.39,0.07891327536794347,0.3564760255027606,0.06839076596299971,Normal
47,2004.02.12.18.22.39,0.07732266473953077,0.49828610176171706,0.014921276074399692,Normal
48,2004.02.12.18.32.39,0.07824754763529333,0.3297582489932256,0.02582433830481776,Normal
49,2004.02.12.18.42.39,0.0769698265505305,0.4243128403754697,0.04660765159645516,Normal
50,2004.02.12.18.52.39,0.07847964256337435,0.5533985473990728,-0.041870852127814204,Normal
51,2004.02.12.19.02.39,0.07853956351488958,0.5791138307510244,-0.023830270412440426,Normal
52,2004.02.12.19.12.39,0.07938090836770041,0.6276825132083981,0.013215485169117754,Normal
53,2004.02.12.19.22.39,0.07691333012919477,0.3985078570542333,-0.047841962943301286,Normal
54,2004.02.12.19.32.39,0.07662792325938943,0.42524278547334626,0.015918091365504337,Normal
55,2004.02.12.19.42.39,0.07833920727505721,0.613387552300388,0.05082672091478196,Normal
56,2004.02.12.19.52.39,0.07738031364276786,0.4843217611881623,-0.010552538081734168,Normal
57,2004.02.12.20.02.39,0.07742347280137335,0.44941512079219237,0.007369960546107664,Normal
58,2004.02.12.20.12.39,0.07599751100981861,0.2985831400319756,-0.006799371971470119,Normal
59,2004.02.12.20.22.39,0.07812885896719358,0.3479309532451049,0.01652104161192016,Normal
60,2004.02.12.20.32.39,0.0786632849704597,0.41299062915361917,-0.0018897816381499523,Normal
61,2004.02.12.20.42.39,0.07712632634090483,0.3950734414213919,0.008946704887335467,Normal
62,2004.02.12.20.52.39,0.07930147000233508,0.47239362493033044,-0.011074794184598856,Normal
63,2004.02.12.21.02.39,0.0769426198413264,0.3944622448109758,-0.0011731127230121612,Normal
64,2004.02.12.21.12.39,0.0771994016001541,0.37800827777844237,0.033382874199999316,Normal
65,2004.02.12.21.22.39,0.07699636792620886,0.43648657223523335,0.04034053299808251,Normal
66,2004.02.12.21.32.39,0.0774460721521555,0.4911372191123604,0.042398720223168776,Normal
67,2004.02.12.21.42.39,0.07664165646604577,0.34600497216470494,0.049906451631291544,Normal
68,2004.02.12.21.52.39,0.07695564843578329,0.4469901117158317,-0.012696409772231583,Normal
69,2004.02.12.22.02.39,0.0773247059887718,0.4880416166718633,0.04372833456528373,Normal
70,2004.02.12.22.12.39,0.07577292447823547,0.5881648615563315,0.031751568058823273,Normal
71,2004.02.12.22.22.39,0.07668913124793174,0.3623983965568214,0.032043297481202375,Normal
72,2004.02.12.22.32.39,0.07740031675131004,0.5401611783934817,0.003730982269551857,Normal
73,2004.02.12.22.42.39,0.07795509180220767,0.3260740035745182,-0.030949995995736067,Normal
74,2004.02.12.22.52.39,0.07882041185009597,0.3948251135159331,-0.0051681301375093355,Normal
75,2004.02.12.23.02.39,0.07756062271096398,0.34016117779744404,0.010694172240866773,Normal
76,2004.02.12.23.12.39,0.07689052656973988,0.44613462626943345,-0.052644835621481596,Normal
77,2004.02.12.23.22.39,0.07824627430976747,0.4445772787585356,-0.009280108908770554,Normal
78,2004.02.12.23.32.39,0.07672532972039368,0.6543006059840124,0.024579423944552783,Normal
79,2004.02.12.23.42.39,0.07738254866499697,0.3863550827223339,-0.02260819240915229,Normal
80,2004.02.12.23.52.39,0.07699061808712475,0.44905515943385366,0.031174289420170507,Normal
81,2004.02.13.00.02.39,0.07482262488921716,0.30274620550562537,0.013691470350722127,Normal
82,2004.02.13.00.12.39,0.07733855853789073,0.58162761268939,-0.02619621263278169,Normal
83,2004.02.13.00.22.39,0.07679397533945942,0.3194399375811279,0.006857906365208835,Normal
84,2004.02.13.00.32.39,0.077721765308917,0.43935923864966187,0.007062047350268264,Normal
85,2004.02.13.00.42.39,0.0773589786144157,0.5730646490077822,0.0526889549680283,Normal
86,2004.02.13.00.52.39,0.07689176995692956,0.26313045713724614,-0.01355067737781813,Normal
87,2004.02.13.01.02.39,0.07492218065631082,0.44095646881747097,-0.00497322787096181,Normal
88,2004.02.13.01.12.39,0.07763068115281484,0.6069125322892983,0.05105431945917985,Normal
89,2004.02.13.01.22.39,0.07778453061583003,0.42031091089811445,-0.01411826536671661,Normal
90,2004.02.13.01.32.39,0.07858931119423541,0.3801399430969199,-0.04865005906612907,Normal
91,2004.02.13.01.42.39,0.07599053317889341,0.3464396355508277,-0.019641247862199823,Normal
92,2004.02.13.01.52.39,0.07671097179256287,0.358155992917113,-0.00570154133831129,Normal
93,2004.02.13.02.02.39,0.07504429291050387,0.35354929352836173,-0.02361848578514314,Normal
94,2004.02.13.02.12.39,0.07824627774193958,0.5428820813815229,0.02389127430634648,Normal
95,2004.02.13.02.22.39,0.07745035456261644,0.5008486498061995,0.021631831526954567,Normal
96,2004.02.13.02.32.39,0.07831602988602893,0.5366345309682168,-0.0037356983017462478,Normal
97,2004.02.13.02.42.39,0.07656014919860397,0.3892193620919868,0.01059267022142343,Normal
98,2004.02.13.02.52.39,0.0776802038005823,0.45086148262336545,0.012000841891185068,Normal
99,2004.02.13.03.02.39,0.07571563009461785,0.39253390254036225,-0.012775323005232129,Normal
100,2004.02.13.03.12.39,0.07794620572117751,0.5248632368505843,0.03296497595720993,Normal
101,2004.02.13.03.22.39,0.07659392690463046,0.4165630099460307,-0.06115951499883136,Normal
102,2004.02.13.03.32.39,0.07639991985536536,0.4453741256774362,-0.04788269964002148,Normal
103,2004.02.13.03.42.39,0.07663180186215528,0.4007797505176063,-0.018045275410609674,Normal
104,2004.02.13.03.52.39,0.07728281753869194,0.5316575196159739,0.041805559904288914,Normal
105,2004.02.13.04.02.39,0.0776406155665118,0.4422063380916792,-0.002657138132887252,Normal
106,2004.02.13.04.12.39,0.0768205504579097,0.43609996973448073,-0.0015293163511521765,Normal
107,2004.02.13.04.22.39,0.07606189688801565,0.4773209140232182,0.016751148389582894,Normal
108,2004.02.13.04.32.39,0.07604057915175538,0.4479454656885884,0.035843413948331175,Normal
109,2004.02.13.04.42.39,0.07735977517064747,0.41835620351561786,0.03500325002144156,Normal
110,2004.02.13.04.52.39,0.07650372776099296,0.47653814406220185,-0.005769643314559997,Normal
111,2004.02.13.05.02.39,0.07627544849405181,0.387836383529768,-0.02038468357291256,Normal
112,2004.02.13.05.12.39,0.07797731008871667,0.4254419235589375,-0.009992832870421912,Normal
113,2004.02.13.05.22.39,0.0760653325402126,0.450632419481404,-0.021145094206746342,Normal
114,2004.02.13.05.32.39,0.07680503453601284,0.4783552562370219,0.03110930720074883,Normal
115,2004.02.13.05.42.39,0.07551238321978224,0.39842733314306056,-0.027523553818598803,Normal
116,2004.02.13.05.52.39,0.07894839654107137,0.5276336298870357,0.058831375132477645,Normal
117,2004.02.13.06.02.39,0.07721538210988145,0.48623241964420183,0.0059385764986372176,Normal
118,2004.02.13.06.12.39,0.07775822278664488,0.5105274416299461,-0.02518303589598402,Normal
119,2004.02.13.06.22.39,0.07727334295376381,0.6148985783371206,-0.02576823183550407,Normal
120,2004.02.13.06.32.39,0.07669008183816046,0.4040831221348422,0.020313258117192038,Normal
121,2004.02.13.06.42.39,0.07812782526141454,0.5378888733945129,-0.03198501257192973,Normal
122,2004.02.13.06.52.39,0.07781836762515486,0.40024557667388017,-0.015359631777634424,Normal
123,2004.02.13.07.02.39,0.07918462868462461,0.45079434863515155,-0.020519835462744097,Normal
124,2004.02.13.07.12.39,0.07639264641168841,0.3466352920025497,0.010150521142345796,Normal
125,2004.02.13.07.22.39,0.07713871940374692,0.44450532856110847,-0.0300330118978725,Normal
126,2004.02.13.07.32.39,0.07619743481420897,0.33801379859629943,-0.014486936382795015,Normal
127,2004.02.13.07.42.39,0.07634856558440947,0.47145812634496664,0.02541112143439293,Normal
128,2004.02.13.07.52.39,0.076352099612482,0.3800510420069867,-0.00911817288507245,Normal
129,2004.02.13.08.02.39,0.07497011253451272,0.3385783303104972,-0.0058858934138351264,Normal
130,2004.02.13.08.12.39,0.07599478131496513,0.24450732740910164,-0.028211285443517607,Normal
131,2004.02.13.08.22.39,0.07637512818370995,0.6446447698043443,0.03505867031403005,Normal
132,2004.02.13.08.32.39,0.0761586642390206,0.34681160295797664,-0.03312087227838002,Normal
133,2004.02.13.08.42.39,0.07675040716504376,0.4102122577509011,-0.000749308395723379,Normal
134,2004.02.13.08.52.39,0.07775600390052285,0.5009742049448347,-0.040489837293660735,Normal
135,2004.02.13.09.02.39,0.07829207447616425,0.5043214057082972,-0.010466708749160945,Normal
136,2004.02.13.09.12.39,0.0777104419815558,0.36575096348616176,0.03004331626247216,Normal
137,2004.02.13.09.22.39,0.0764751437227932,0.414344141995989,-0.013216609424075277,Normal
138,2004.02.13.09.32.39,0.07780436422076126,0.6014461458186253,0.01222731054152469,Normal
139,2004.02.13.09.42.39,0.07521345503538164,0.30698502024014074,0.005750047966008048,Normal
140,2004.02.13.09.52.39,0.0767870829209941,0.41097110395467995,0.014519336533486669,Normal
141,2004.02.13.10.02.39,0.0774211301679611,0.505432538984969,0.011219183120541206,Normal
142,2004.02.13.10.12.39,0.07658231248752874,0.6014717502352931,-0.04625679727988908,Normal
143,2004.02.13.10.22.39,0.07677764732593889,0.2859746134143255,-0.019917278409343143,Normal
144,2004.02.13.10.32.39,0.07591135480982078,0.37370992394610836,-0.04568723135225671,Normal
145,2004.02.13.10.42.39,0.07588479877779788,0.5015377766649429,0.04177503327014094,Normal
146,2004.02.13.10.52.39,0.0760569816198684,0.31566591755670315,0.011329480313241531,Normal
147,2004.02.13.11.02.39,0.07562556107746408,0.41613074153885377,0.04122256100746641,Normal
148,2004.02.13.11.12.39,0.07621096753266964,0.44214869250180344,0.0020508795778689656,Normal
149,2004.02.13.11.22.39,0.07680135350624119,0.38489171953619294,-0.01024159854582072,Normal
150,2004.02.13.11.32.39,0.07515800641138891,0.4884129775588759,0.04631289873667939,Normal
151,2004.02.13.11.42.39,0.07893970887150997,0.530290575512856,0.016785012753118174,Normal
152,2004.02.13.11.52.39,0.07692398274331452,0.47765998914584573,0.035600505657637144,Normal
153,2004.02.13.12.02.39,0.07649164163641918,0.4558731292846363,-0.007074092433679146,Normal
154,2004.02.13.12.12.39,0.07650745183017714,0.2582723095291377,-0.028724664366175462,Normal
155,2004.02.13.12.22.39,0.07739848852135696,0.37563304390008767,-0.01472381303624934,Normal
156,2004.02.13.12.32.39,0.0784800631530072,0.6057349862672048,-0.02623395190698897,Normal
157,2004.02.13.12.42.39,0.07904600278724172,0.5919121753524377,-0.0141927048789222,Normal
158,2004.02.13.12.52.39,0.076684854401187,0.3698641949707917,-0.002826481500195206,Normal
159,2004.02.13.13.02.39,0.07731124506358211,0.37357319475457196,-0.05068587528340846,Normal
160,2004.02.13.13.12.39,0.07651273988842887,0.34310003047300874,-0.01763617639823157,Normal
161,2004.02.13.13.22.39,0.07853164575357902,0.42456212283226824,0.021152394322048528,Normal
162,2004.02.13.13.32.39,0.07695335881944174,0.5118109145356007,0.03787975052396436,Normal
163,2004.02.13.13.42.39,0.0773624014758421,0.528245856584737,-0.02761967238439828,Normal
164,2004.02.13.13.52.39,0.07617467014102358,0.32545433705002935,-0.0323410589672767,Normal
165,2004.02.13.14.02.39,0.07762221305131911,0.4408628476384644,-0.055859393045842275,Normal
166,2004.02.13.14.12.39,0.0772534147328817,0.4886392346942525,-0.04889822218189309,Normal
167,2004.02.13.14.22.39,0.07768636614216809,0.5379390953077108,-0.05270004491977996,Normal
168,2004.02.13.14.32.39,0.07781753999741961,0.4370585910735878,0.0077250140534917,Normal
169,2004.02.13.14.42.39,0.07728229123843638,0.2541945515228283,0.019673441485685984,Normal
170,2004.02.13.14.52.39,0.0763878511845552,0.3353471347991004,-0.0031704705787563136,Normal
171,2004.02.13.15.02.39,0.07818466596582414,0.38044274489673047,0.0002416790573314904,Normal
172,2004.02.13.15.12.39,0.07616144415760429,0.3194051922040413,-0.036797344466560855,Normal
173,2004.02.13.15.22.39,0.07534258573084265,0.29167710632176735,0.005130002664973777,Normal
174,2004.02.13.15.32.39,0.07689426810105468,0.40955980925092783,-0.007305914761699964,Normal
175,2004.02.13.15.42.39,0.07548419678875672,0.3288086624212525,-0.0009185564863228536,Normal
176,2004.02.13.15.52.39,0.0782630183983989,0.43988049954761266,0.021390090648986972,Normal
177,2004.02.13.16.02.39,0.07547406975298288,0.34317254858303947,0.010588197268036904,Normal
178,2004.02.13.16.12.39,0.07556067544581722,0.4429353349113323,0.004951610930904509,Normal
179,2004.02.13.16.22.39,0.07667824796470966,0.4250634087395855,0.03221554215244005,Normal
180,2004.02.13.16.32.39,0.07675079237935838,0.7083040858036118,0.02506499217712396,Normal
181,2004.02.13.16.42.39,0.07611983831535804,0.34371284005047764,-0.017619679638583893,Normal
182,2004.02.13.16.52.39,0.07516506282789814,0.26731500595413404,0.016945652480951253,Normal
183,2004.02.13.17.02.39,0.07809152470318882,0.3541207352122204,0.00788222703638921,Normal
184,2004.02.13.17.12.39,0.07635685583884233,0.4990925057617095,0.00838526534281565,Normal
185,2004.02.13.17.22.39,0.07786806061076165,0.349412751660938,-0.00726879687814854,Normal
186,2004.02.13.17.32.39,0.07661025105301672,0.4160923963921235,-0.005783317921043904,Normal
187,2004.02.13.17.42.39,0.07899964213229861,0.6273356080180288,0.0020776462340994987,Normal
188,2004.02.13.17.52.39,0.07538985427067177,0.5084444464835771,0.02934055695804639,Normal
189,2004.02.13.18.02.39,0.07723122433134638,0.4005096065091718,0.001504402071981427,Normal
190,2004.02.13.18.12.39,0.07531071120800978,0.2905308522713739,-0.019873256649079945,Normal
191,2004.02.13.18.22.39,0.07813312239027137,0.5664490782766274,0.046206706261909834,Normal
192,2004.02.13.18.32.39,0.07744816468381045,0.2876786871169621,0.0020209516267208822,Normal
193,2004.02.13.18.42.39,0.07761624000742773,0.5162164874021524,-0.010304847983907822,Normal
194,2004.02.13.18.52.39,0.0777373661484818,0.3658649197381023,0.026530861432519353,Normal
195,2004.02.13.19.02.39,0.07657840332279559,0.5125468703141571,-0.019851269286148533,Normal
196,2004.02.13.19.12.39,0.07618282421306082,0.381054399079956,0.001985614560844308,Normal
197,2004.02.13.19.22.39,0.07527411495867953,0.4514792731300825,-0.00922798812746794,Normal
198,2004.02.13.19.32.39,0.07653573894552466,0.35252962681830136,-0.11389563223107593,Normal
199,2004.02.13.19.42.39,0.07660493658109607,0.3462653410221592,-0.0033497670248490373,Normal
200,2004.02.13.19.52.39,0.07864126887278634,0.3624940923308948,0.004950696919003293,Normal
201,2004.02.13.20.02.39,0.07702684539892164,0.5425193663094023,-0.019713770351828,Normal
202,2004.02.13.20.12.39,0.07654619086497708,0.5200155088401144,-0.019903944163037667,Normal
203,2004.02.13.20.22.39,0.07741179487861087,0.43190081038293116,0.0506572152330478,Normal
204,2004.02.13.20.32.39,0.07589032163569179,0.5098311593414597,-0.010439030765608785,Normal
205,2004.02.13.20.42.39,0.07564360372930583,0.42220488142617585,-0.0455640312698098,Normal
206,2004.02.13.20.52.39,0.07589364120524608,0.3855004562475095,0.007241652539189064,Normal
207,2004.02.13.21.02.39,0.07722140418091265,0.35013309394085246,-0.017889749662760898,Normal
208,2004.02.13.21.12.39,0.07669429791080462,0.3974503405974863,-0.011486986147813074,Normal
209,2004.02.13.21.22.39,0.07669445070884366,0.4542567805615856,0.019394003539227038,Normal
210,2004.02.13.21.32.39,0.0764435019107249,0.4621422075469619,-0.002604927523746169,Normal
211,2004.02.13.21.42.39,0.07806299602024157,0.3311462198582431,-0.007461671043633221,Normal
212,2004.02.13.21.52.39,0.07733820308392225,0.42701086599625615,-0.012023860933513906,Normal
213,2004.02.13.22.02.39,0.07694966711774165,0.320109256981544,0.022963086515134054,Normal
214,2004.02.13.22.12.39,0.07891612654772709,0.5186211330341539,0.020848390760588757,Normal
215,2004.02.13.22.22.39,0.07747811939105775,0.4064589681713531,0.017843254212914873,Normal
216,2004.02.13.22.32.39,0.07688436331443231,0.4088430650331287,0.00214522628730286,Normal
217,2004.02.13.22.42.39,0.07743250463104949,0.21209746554701248,-0.02601352698438021,Normal
218,2004.02.13.22.52.39,0.07765237980798624,0.4663598030208287,-0.031461210931340404,Normal
219,2004.02.13.23.02.39,0.0784514380046663,0.3903152250695121,-0.012433715907308976,Normal
220,2004.02.13.23.12.39,0.07746541157338786,0.39815988514681777,-0.00027567020009534594,Normal
221,2004.02.13.23.22.39,0.07702369416543603,0.3219624132001542,-0.00033013657832887163,Normal
222,2004.02.13.23.32.39,0.07602763394350028,0.3787525414114188,-0.013967775473019093,Normal
223,2004.02.13.23.42.39,0.07740210771869765,0.3420917702434818,-0.004966223100446778,Normal
224,2004.02.13.23.52.39,0.07756348867470199,0.4734358466541311,0.013195322849001004,Normal
225,2004.02.14.00.02.39,0.0770032787070825,0.447202651604071,-0.013107538257795601,Normal
226,2004.02.14.00.12.39,0.07633698995347046,0.4471539298962406,0.015299675732331139,Normal
227,2004.02.14.00.22.39,0.07642125683403637,0.5469289750901192,0.014747629489465723,Normal
228,2004.02.14.00.32.39,0.07821621550028804,0.40368368534336563,-0.007929516634509222,Normal
229,2004.02.14.00.42.39,0.0776202063611459,0.3791111272392764,0.02530935298304422,Normal
230,2004.02.14.00.52.39,0.07717074242436783,0.3713008615841109,0.026650007404279006,Normal
231,2004.02.14.01.02.39,0.07785537630209377,0.5050743337064105,0.016957315233763728,Normal
232,2004.02.14.01.12.39,0.07614514595135481,0.3286110755448455,0.009797629611827658,Normal
233,2004.02.14.01.22.39,0.07811579383257748,0.42558587856816343,0.013796722577398045,Normal
234,2004.02.14.01.32.39,0.07646615334526692,0.35054667928770566,0.002853774547271935,Normal
235,2004.02.14.01.42.39,0.077847334070442,0.30035065706366915,0.013826116677970833,Normal
236,2004.02.14.01.52.39,0.07809616123978583,0.2668683879683278,-0.043063585681593075,Normal
237,2004.02.14.02.02.39,0.07853328688166249,0.3653585893301865,-0.01848502155500414,Normal
238,2004.02.14.02.12.39,0.07740059716440338,0.5063321280777151,-0.002135518204121673,Normal
239,2004.02.14.02.22.39,0.0770826017349854,0.44447058511821647,-0.014553599588714976,Normal
240,2004.02.14.02.32.39,0.07785435307655411,0.39565238708172235,0.004598495188358314,Normal
241,2004.02.14.02.42.39,0.07619507050676737,0.371201721911139,-0.010028938759595853,Normal
242,2004.02.14.02.52.39,0.07689889872423401,0.30749474025222057,-0.03422241407165612,Normal
243,2004.02.14.03.02.39,0.07566271754418999,0.48816477088484156,0.017446655042237306,Normal
244,2004.02.14.03.12.39,0.07709097519834116,0.47452227231467026,0.011662416730180779,Normal
245,2004.02.14.03.22.39,0.07812214182271728,0.46552930585791374,0.04079065620665987,Normal
246,2004.02.14.03.32.39,0.07616692644182087,0.5528697268991065,-0.0182213176489012,Normal
247,2004.02.14.03.42.39,0.07731350987113282,0.4825257504421647,0.0018541488833849179,Normal
248,2004.02.14.03.52.39,0.07587677323658983,0.2798720451744803,-0.013675445464357082,Normal
249,2004.02.14.04.02.39,0.0762042431228201,0.3237082059057306,0.0039008739432069696,Normal
250,2004.02.14.04.12.39,0.07576237683798354,0.3518243628605009,-0.015463087013837019,Normal
251,2004.02.14.04.22.39,0.07609244608739096,0.40188111728737264,-0.009484184428140552,Normal
252,2004.02.14.04.32.39,0.0786182224572888,0.4397530049606644,-0.011792016241481278,Normal
253,2004.02.14.04.42.39,0.0765472363611597,0.30756512844638406,0.006006435189638747,Normal
254,2004.02.14.04.52.39,0.07655005415423052,0.42756084971696895,0.016289366068361223,Normal
255,2004.02.14.05.02.39,0.07695157390568759,0.47217074075070053,-0.008608442494671532,Normal
256,2004.02.14.05.12.39,0.07666247331291318,0.4292422492209682,0.043096600129636,Normal
257,2004.02.14.05.22.39,0.07718117604407745,0.3573263428988387,-0.013051133842295134,Normal
258,2004.02.14.05.32.39,0.0754853262075236,0.38032259689892367,0.012460128095724108,Normal
259,2004.02.14.05.42.39,0.07848934759282226,0.4162216058917836,0.015718867567383735,Normal
260,2004.02.14.05.52.39,0.07744872989093332,0.4381933427723923,0.01531435239691362,Normal
261,2004.02.14.06.02.39,0.0774396340631083,0.4181568338101229,0.002453485723501752,Normal
262,2004.02.14.06.12.39,0.07724679940022192,0.3107750326515637,-0.002774610928886724,Normal
263,2004.02.14.06.22.39,0.07564605885770338,0.30545519863093284,-0.007118658398940654,Normal
264,2004.02.14.06.32.39,0.07614973556462623,0.4668559319086989,0.02499848784159926,Normal
265,2004.02.14.06.42.39,0.07858716579030653,0.3615217429430806,0.022073842785162816,Normal
266,2004.02.14.06.52.39,0.07790162973915003,0.3905431033629876,-0.007769181062772976,Normal
267,2004.02.14.07.02.39,0.0777059461206155,0.417840869010627,-0.00243988421630916,Normal
268,2004.02.14.07.12.39,0.07785898335492507,0.2996620795127183,0.037770690019256384,Normal
269,2004.02.14.07.22.39,0.07571334102894697,0.3175699833688572,0.03257407559368675,Normal
270,2004.02.14.07.32.39,0.07639177457459834,0.48682290406817463,-0.009018879388756671,Normal
271,2004.02.14.07.42.39,0.0773621114568527,0.40520456329289845,-0.03941316211408001,Normal
272,2004.02.14.07.52.39,0.07842339670271,0.493499202297464,-0.023451278164833195,Normal
273,2004.02.14.08.02.39,0.07628107301034363,0.42510223709032724,0.02287493329908281,Normal
274,2004.02.14.08.12.39,0.0782240275511823,0.4252786985695489,-0.015014301055600645,Normal
275,2004.02.14.08.22.39,0.07825938535718496,0.5410550470181565,0.005061880309519203,Normal
276,2004.02.14.08.32.39,0.07883279811470445,0.4923650099388044,0.041053543909913746,Normal
277,2004.02.14.08.42.39,0.07697529154093864,0.501785914417268,-0.02516474763827894,Normal
278,2004.02.14.08.52.39,0.07868750124106433,0.49549582131231773,0.04582439095832844,Normal
279,2004.02.14.09.02.39,0.07629050409864258,0.39152787018717783,0.044422442062754086,Normal
280,2004.02.14.09.12.39,0.07758280543534599,0.35162553099311156,0.02524597953447347,Normal
281,2004.02.14.09.22.39,0.07689642263755268,0.2979657430445224,-0.009943743331340791,Normal
282,2004.02.14.09.32.39,0.07679911555734627,0.39614492845074434,0.015213985845703692,Normal
283,2004.02.14.09.42.39,0.07762733365050935,0.43956678433765495,-0.06274782329618075,Normal
284,2004.02.14.09.52.39,0.07806387515051776,0.40586676946250355,0.03858251129618121,Normal
285,2004.02.14.10.02.39,0.0761460433763633,0.3883496712947254,-0.037739928684967367,Normal
286,2004.02.14.10.12.39,0.07774952930173035,0.566700093050676,0.052025314021855514,Normal
287,2004.02.14.10.22.39,0.07605541128636081,0.41783615697612975,0.05918807605549478,Normal
288,2004.02.14.10.32.39,0.07691889784508826,0.3496762549842871,0.04022120060803046,Normal
289,2004.02.14.10.42.39,0.07625929630830264,0.38217869789731385,0.029506456655548866,Normal
290,2004.02.14.10.52.39,0.07750343899879944,0.5782366156865968,0.04665369335363617,Normal
291,2004.02.14.11.02.39,0.07689420523568812,0.5470773142021708,0.012776494449708221,Normal
292,2004.02.14.11.12.39,0.0776544869015146,0.3311799985725137,0.0039103687606207495,Normal
293,2004.02.14.11.22.39,0.07698864186724234,0.4282343784664375,-0.008255556087311546,Normal
294,2004.02.14.11.32.39,0.07813684441464298,0.5572219183026554,0.017624769244197612,Normal
295,2004.02.14.11.42.39,0.07653528310881769,0.44631979377065445,-0.0024098928296286846,Normal
296,2004.02.14.11.52.39,0.07844825685702805,0.4749347955380534,0.00996175993871427,Normal
297,2004.02.14.12.02.39,0.07781413088150346,0.5191691228606832,0.02837482754210017,Normal
298,2004.02.14.12.12.39,0.07730263111527155,0.3969041106344453,0.00040346130014566454,Normal
299,2004.02.14.12.22.39,0.0781221315098393,0.44814243720393154,0.027244951788175684,Normal
